id,title,matched_shwapno_name,score,status,image_link,source
INV-0394,Cadbury Cocoa Powder Packet - 125g,Cadbury Cocoa Powder 125gm,0.968,auto_approved,https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66827b5be605f3fd35f16d0e_Cadbury-Cocoa-Powder-125gm_1_415.webp,shwapno_match_high
INV-0395,Jirashail 25KG (Nobanno),,,not_matched,https://luckystore.com/images/products/INV-0395.jpg,placeholder
INV-0396,Movilcell M15 Fast Charging Cable TypeC 5A Output,,,not_matched,https://luckystore.com/images/products/INV-0396.jpg,placeholder
INV-0397,Standard Horlicks Jar 250g,,,not_matched,https://luckystore.com/images/products/INV-0397.jpg,placeholder
INV-0398,Yardley London English Blossom Deodorant Roll On - 50ml,,,not_matched,https://luckystore.com/images/products/INV-0398.jpg,placeholder
INV-0399,Cerelac Stage III Four Fruit 350g,,,not_matched,https://luckystore.com/images/products/INV-0399.jpg,placeholder
INV-0400,Rayners Corn Flour - 400g,,,not_matched,https://luckystore.com/images/products/INV-0400.jpg,placeholder
INV-0401,Nan Opti Pro 2 350g,,,not_matched,https://luckystore.com/images/products/INV-0401.jpg,placeholder
INV-0402,Baby Oats Health Paradise,,,not_matched,https://luckystore.com/images/products/INV-0402.jpg,placeholder
INV-0403,Nan Opti Pro 3 350g,,,not_matched,https://luckystore.com/images/products/INV-0403.jpg,placeholder
INV-0404,Dove Conditioner Intensive Repair 50ml,,,not_matched,https://luckystore.com/images/products/INV-0404.jpg,placeholder
