Barcode,Name,Category,Cost,Price,Image URL
,"Nestle Koko Krunch Chocolate Flavour 300(±)30gm","Breakfast","",450,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66827b69e605f3fd35f16dae_Nestle-Koko-Krunch-Chocolate-Flavour-30030gm_1_415.webp"
,"Nestle Gold Corn Flakes 275gm (BIB)","Breakfast","",400,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66827b6be605f3fd35f16db6_Nestle-Gold-Corn-Flakes-275gm-BIB_1_415.webp"
,"Nestle Koko Krunch Chocolate Flavour 150(±)20gm","Breakfast","",250,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6728a27c3a11aefc405c8baa_Nestle-Koko-Krunch-Chocolate-Flavour-15020gm_1_415.webp"
,"Nestle Koko Krunch Chocolate Flavor 70(±)10gm","Breakfast","",125,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9673d61902ef2307b19b_Nestle-Koko-Krunch-Chocolate-Flavor-7010gm_1_415.webp"
,"Foster Clarks White Oats 500gm Tin Malaysia","Breakfast","",560,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/66844d4df2321da2357f5fc6_Foster-Clarks-White-Oats-500g-Tin-MY_1_415.webp"
,"Nutella Ferrero Hazelnut Spread 750gm","Breakfast","",2150,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9684d61902ef2307b30f_Nutella-Ferrero-Hazelnut-Spread-750gm_1_415.webp"
,"Nucella + Chocolate Spread 400gm","Breakfast","",595,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9751d61902ef2307b963_Nucella-Chocolate-Spread-400gm_1_415.webp"
,"Nucella + Chocolate Spread 230gm","Breakfast","",380,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9751d61902ef2307b995_Nucella-Chocolate-Spread-230gm_1_415.webp"
,"Pran Diabetic Orange Jelly 450(±)50gm","Breakfast","",270,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa961ed61902ef23078c91_Pran-Diabetic-Orange-Jelly-500gm_1_415.webp"
,"Pran Orange Jelly 350(±)25gm","Breakfast","",165,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa9613d61902ef23078c0d_Pran-Orange-Jelly-35025gm_1_415.webp"
,"Pran Apple Jelly 350(±)25gm","Breakfast","",165,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa961ed61902ef23078c8d_Pran-Apple-Jelly-35025gm_1_415.webp"
,"Pran Mixed Fruit Jam 350(±)25gm","Breakfast","",150,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa961fd61902ef23078c99_Pran-Mixed-Fruit-Jam-35025gm_1_415.webp"
,"Naples Mayonnaise 170(±)30gm","Breakfast","",140,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/65fa96cbd61902ef2307b65f_Naples-Mayonnaise-170ml_1_415.webp"
,"Kellogg's Corn Flakes Almond Honey 168gm IN","Breakfast","",270,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/68931e416f027ae3e24c3866_Kelloggs-Corn-Flakes-Almond-Honey-168gm-IN_1_415.webp"
,"ACI Pure Orange Jelly 500gm","Breakfast","",20,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6829a88069280c64d28fcdba_ACI-Pure-Orange-Jelly-500gm_1_415.webp"
,"Kewpie Tuna Mayo Spread 130ml Malaysia","Breakfast","",444,"https://d2t8nl1y0ie1km.cloudfront.net/images/thumbs/6728a5063a11aefc405ee825_Kewpie-Tuna-Mayo-Spread-130ml-Malaysia_1_415.webp"
,"Al Shafi Honey Mug Jar 500gm","Breakfast","",895,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie Mayonnaise J.Style 310ml","Breakfast","",529,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie Chilli Mayo 310ml MY","Breakfast","",529,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie Chunky Garlic Spread 130ml MY","Breakfast","",444,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie Italian Pizza Spread 130ml MY","Breakfast","",444,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie S.Spread Original 310ml","Breakfast","",529,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie S.Spread C.Cheese 310ml","Breakfast","",529,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
,"Kewpie S.Spread S.B Pepper 310ml","Breakfast","",529,"https://d2t8nl1y0ie1km.cloudfront.net/images/default-product.webp"
